host,path,bytes,mtime_ns,verification,exists
rabbit02,/work/zhanghc/Myllm/SELD/EINV2/C0p1_CausalEINV2_fix_seed2026/out_train/ein_seld/EINV2_C0_bestfix_seed2026/checkpoints/rabbit02_gpu3_bestfix_seed2026_epoch_best.pth,419847642,1788415295009148143,exists_size_only,
rabbit02,/work/zhanghc/Myllm/SELD/EINV2/C0p1_CausalEINV2_fix_seed2026/out_train/ein_seld/EINV2_C0_bestfix_seed2026/checkpoints/rabbit02_gpu3_bestfix_seed2026_epoch_82.pth,419846080,1788415294537132498,exists_size_only,
rabbit02,/work/zhanghc/Myllm/SELD/EINV2/C0p1_CausalEINV2_fix_seed2026/out_train/ein_seld/EINV2_C0_bestfix_seed2026/checkpoints/rabbit02_gpu3_bestfix_seed2026_epoch_latest.pth,419849204,1788416027728112900,exists_size_only,
rabbit02,/work/zhanghc/Myllm/SELD/EINV2/C0p1_CausalEINV2_fix_seed2026/out_train/ein_seld/EINV2_C0_bestfix_seed2027/checkpoints/rabbit02_gpu3_bestfix_seed2027_epoch_latest.pth,419849204,1788437381700311586,exists_size_only,
rabbit02,/work/zhanghc/Myllm/SELD/EINV2/C0p1_CausalEINV2_fix_seed2026/out_train/ein_seld/EINV2_C0_bestfix_seed2027/checkpoints/rabbit02_gpu3_bestfix_seed2027_epoch_best.pth,419847706,1788436622852762411,exists_size_only,
rabbit02,/work/zhanghc/Myllm/SELD/EINV2/C0p1_CausalEINV2_fix_seed2026/out_train/ein_seld/EINV2_C0_bestfix_seed2027/checkpoints/rabbit02_gpu3_bestfix_seed2027_epoch_82.pth,419846144,1788436622356751717,exists_size_only,
rabbit02,/work/zhanghc/Myllm/SELD/EINV2/C0_CausalEINV2_seed2026/out_train/ein_seld/C0_CausalEINV2_seed2026/checkpoints/rabbit02_gpu4_epoch_best.pth,419834301,1787232537497901812,exists_size_only,
rabbit02,/work/zhanghc/Myllm/SELD/EINV2/C0_CausalEINV2_seed2026/out_train/ein_seld/C0_CausalEINV2_seed2026/checkpoints/rabbit02_gpu4_epoch_90.pth,419832739,1787232537037905948,exists_size_only,
rabbit02,/work/zhanghc/Myllm/SELD/EINV2/C0_CausalEINV2_seed2026/out_train/ein_seld/C0_CausalEINV2_seed2026/checkpoints/rabbit02_gpu4_epoch_latest.pth,419835863,1787232533289939745,exists_size_only,
rabbit02,/work/zhanghc/Myllm/SELD/EINV2/C2_CausalEINV2_JEPA_seed2026/out_train/ein_seld/C2_CausalEINV2_JEPA_seed2026/checkpoints/rabbit02_gpu4_c2_epoch_latest.pth,528762728,1787315197754463893,exists_size_only,
rabbit02,/work/zhanghc/Myllm/SELD/EINV2/C2_CausalEINV2_JEPA_seed2026/out_train/ein_seld/C2_CausalEINV2_JEPA_seed2026/checkpoints/rabbit02_gpu4_c2_epoch_best.pth,528760708,1787311340057857609,exists_size_only,
rabbit02,/work/zhanghc/Myllm/SELD/EINV2/C2_CausalEINV2_JEPA_seed2026/out_train/ein_seld/C2_CausalEINV2_JEPA_seed2026/checkpoints/rabbit02_gpu4_c2_epoch_59.pth,528758688,1787311339477916490,exists_size_only,
rabbit02,/work/zhanghc/Myllm/SELD/EINV2/C2_CausalEINV2_JEPA_seed2026/out_train/ein_seld/C2_CausalEINV2_JEPA_seed2027/checkpoints/rabbit02_gpu1_c2_seed2027_epoch_75.pth,528767778,1788442064188129681,exists_size_only,
rabbit02,/work/zhanghc/Myllm/SELD/EINV2/C2_CausalEINV2_JEPA_seed2026/out_train/ein_seld/C2_CausalEINV2_JEPA_seed2027/checkpoints/rabbit02_gpu1_c2_seed2027_epoch_best.pth,528769798,1788442064780132042,exists_size_only,
rabbit02,/work/zhanghc/Myllm/SELD/EINV2/C2_CausalEINV2_JEPA_seed2026/out_train/ein_seld/C2_CausalEINV2_JEPA_seed2027/checkpoints/rabbit02_gpu1_c2_seed2027_epoch_latest.pth,528771818,1788443860333289958,exists_size_only,
rabbit02,/work/zhanghc/Myllm/SELD/EINV2/C2_CausalEINV2_JEPA_seed2026/out_train/ein_seld/C2_CausalEINV2_JEPA_seed2028/checkpoints/rabbit02_gpu4_c2_seed2028_epoch_best.pth,528769798,1788438093862841938,exists_size_only,
rabbit02,/work/zhanghc/Myllm/SELD/EINV2/C2_CausalEINV2_JEPA_seed2026/out_train/ein_seld/C2_CausalEINV2_JEPA_seed2028/checkpoints/rabbit02_gpu4_c2_seed2028_epoch_latest.pth,528771818,1788443850573273969,exists_size_only,
rabbit02,/work/zhanghc/Myllm/SELD/EINV2/C2_CausalEINV2_JEPA_seed2026/out_train/ein_seld/C2_CausalEINV2_JEPA_seed2028/checkpoints/rabbit02_gpu4_c2_seed2028_epoch_42.pth,528767778,1788438093206838588,exists_size_only,
rabbit02,/work/zhanghc/Myllm/SELD/EINV2/E3_OfflineEINV2_Velocity_JEPAConsistency_seed2026/out_train/ein_seld/E3_OfflineEINV2_Velocity_JEPAConsistency_seed2028/checkpoints/completion_20260904_E3_seed2028_epoch_85.pth,528939214,1788506116193602391,exists_size_only,
rabbit02,/work/zhanghc/Myllm/SELD/EINV2/E3_OfflineEINV2_Velocity_JEPAConsistency_seed2026/out_train/ein_seld/E3_OfflineEINV2_Velocity_JEPAConsistency_seed2028/checkpoints/completion_20260904_E3_seed2028_epoch_best.pth,528941474,1788506116805609216,exists_size_only,
rabbit02,/work/zhanghc/Myllm/SELD/EINV2/E3_OfflineEINV2_Velocity_JEPAConsistency_seed2026/out_train/ein_seld/E3_OfflineEINV2_Velocity_JEPAConsistency_seed2028/checkpoints/completion_20260904_E3_seed2028_epoch_latest.pth,528943734,1788506581573169677,exists_size_only,
rabbit02,/work/zhanghc/Myllm/SELD/EINV2/E3_OfflineEINV2_Velocity_JEPAConsistency_seed2026/out_train/ein_seld/E3_OfflineEINV2_Velocity_JEPAConsistency_seed2026/checkpoints/rabbit02_gpu4_e3_epoch_88.pth,528922328,1787590036488423597,exists_size_only,
rabbit02,/work/zhanghc/Myllm/SELD/EINV2/E3_OfflineEINV2_Velocity_JEPAConsistency_seed2026/out_train/ein_seld/E3_OfflineEINV2_Velocity_JEPAConsistency_seed2026/checkpoints/rabbit02_gpu4_e3_epoch_best.pth,528924588,1787590037052426962,exists_size_only,
rabbit02,/work/zhanghc/Myllm/SELD/EINV2/E3_OfflineEINV2_Velocity_JEPAConsistency_seed2026/out_train/ein_seld/E3_OfflineEINV2_Velocity_JEPAConsistency_seed2026/checkpoints/rabbit02_gpu4_e3_epoch_latest.pth,528926784,1787590223754036433,exists_size_only,
rabbit02,/work/zhanghc/Myllm/SELD/EINV2/E3_OfflineEINV2_Velocity_JEPAConsistency_seed2026/out_train/ein_seld/E3_OfflineEINV2_Velocity_JEPAConsistency_seed2027/checkpoints/completion_20260904_E3_seed2027_epoch_best.pth,528941474,1788497146344201491,exists_size_only,
rabbit02,/work/zhanghc/Myllm/SELD/EINV2/E3_OfflineEINV2_Velocity_JEPAConsistency_seed2026/out_train/ein_seld/E3_OfflineEINV2_Velocity_JEPAConsistency_seed2027/checkpoints/completion_20260904_E3_seed2027_epoch_latest.pth,528943798,1788499162618422573,exists_size_only,
rabbit02,/work/zhanghc/Myllm/SELD/EINV2/E3_OfflineEINV2_Velocity_JEPAConsistency_seed2026/out_train/ein_seld/E3_OfflineEINV2_Velocity_JEPAConsistency_seed2027/checkpoints/completion_20260904_E3_seed2027_epoch_68.pth,528939214,1788497145724201347,exists_size_only,
rabbit02,/work/zhanghc/Myllm/SELD/EINV2/E1_OfflineEINV2_Velocity_seed2026/out_train/ein_seld/E1_OfflineEINV2_Velocity_seed2028/checkpoints/completion_20260904_E1_seed2028_epoch_best.pth,419952107,1788504076874007485,exists_size_only,
rabbit02,/work/zhanghc/Myllm/SELD/EINV2/E1_OfflineEINV2_Velocity_seed2026/out_train/ein_seld/E1_OfflineEINV2_Velocity_seed2028/checkpoints/completion_20260904_E1_seed2028_epoch_latest.pth,419953741,1788504555652172031,exists_size_only,
rabbit02,/work/zhanghc/Myllm/SELD/EINV2/E1_OfflineEINV2_Velocity_seed2026/out_train/ein_seld/E1_OfflineEINV2_Velocity_seed2028/checkpoints/completion_20260904_E1_seed2028_epoch_83.pth,419950409,1788504076382015990,exists_size_only,
rabbit02,/work/zhanghc/Myllm/SELD/EINV2/E1_OfflineEINV2_Velocity_seed2026/out_train/ein_seld/E1_OfflineEINV2_Velocity_seed2027/checkpoints/completion_20260904_E1_seed2027_epoch_87.pth,419950409,1788497987527240996,exists_size_only,
rabbit02,/work/zhanghc/Myllm/SELD/EINV2/E1_OfflineEINV2_Velocity_seed2026/out_train/ein_seld/E1_OfflineEINV2_Velocity_seed2027/checkpoints/completion_20260904_E1_seed2027_epoch_best.pth,419952107,1788497988051255156,exists_size_only,
rabbit02,/work/zhanghc/Myllm/SELD/EINV2/E1_OfflineEINV2_Velocity_seed2026/out_train/ein_seld/E1_OfflineEINV2_Velocity_seed2027/checkpoints/completion_20260904_E1_seed2027_epoch_latest.pth,419953805,1788498241301154158,exists_size_only,
rabbit02,/work/zhanghc/Myllm/SELD/EINV2/E1_OfflineEINV2_Velocity_seed2026/out_train/ein_seld/E1_OfflineEINV2_Velocity_seed2026/checkpoints/rabbit02_gpu4_e1_epoch_best.pth,419939308,1787562967984622678,exists_size_only,
rabbit02,/work/zhanghc/Myllm/SELD/EINV2/E1_OfflineEINV2_Velocity_seed2026/out_train/ein_seld/E1_OfflineEINV2_Velocity_seed2026/checkpoints/rabbit02_gpu4_e1_epoch_69.pth,419937610,1787562967524619982,exists_size_only,
rabbit02,/work/zhanghc/Myllm/SELD/EINV2/E1_OfflineEINV2_Velocity_seed2026/out_train/ein_seld/E1_OfflineEINV2_Velocity_seed2026/checkpoints/rabbit02_gpu4_e1_epoch_latest.pth,419941006,1787564541223356966,exists_size_only,
rabbit02,/work/zhanghc/Myllm/SELD/EINV2/E2_OfflineEINV2_JEPAConsistency_seed2026/out_train/ein_seld/E2_OfflineEINV2_JEPAConsistency_seed2027/checkpoints/completion_20260904_E2_seed2027_epoch_90.pth,528869774,1788499178038594971,exists_size_only,
rabbit02,/work/zhanghc/Myllm/SELD/EINV2/E2_OfflineEINV2_JEPAConsistency_seed2026/out_train/ein_seld/E2_OfflineEINV2_JEPAConsistency_seed2027/checkpoints/completion_20260904_E2_seed2027_epoch_latest.pth,528874198,1788499176782580959,exists_size_only,
rabbit02,/work/zhanghc/Myllm/SELD/EINV2/E2_OfflineEINV2_JEPAConsistency_seed2026/out_train/ein_seld/E2_OfflineEINV2_JEPAConsistency_seed2027/checkpoints/completion_20260904_E2_seed2027_epoch_best.pth,528871986,1788499178650601797,exists_size_only,
rabbit02,/work/zhanghc/Myllm/SELD/EINV2/E2_OfflineEINV2_JEPAConsistency_seed2026/out_train/ein_seld/E2_OfflineEINV2_JEPAConsistency_seed2026/checkpoints/rabbit02_gpu4_e2_epoch_best.pth,528855332,1787577939179887893,exists_size_only,
rabbit02,/work/zhanghc/Myllm/SELD/EINV2/E2_OfflineEINV2_JEPAConsistency_seed2026/out_train/ein_seld/E2_OfflineEINV2_JEPAConsistency_seed2026/checkpoints/rabbit02_gpu4_e2_epoch_60.pth,528853120,1787577938591886151,exists_size_only,
rabbit02,/work/zhanghc/Myllm/SELD/EINV2/E2_OfflineEINV2_JEPAConsistency_seed2026/out_train/ein_seld/E2_OfflineEINV2_JEPAConsistency_seed2026/checkpoints/rabbit02_gpu4_e2_epoch_latest.pth,528857544,1787581031119509960,exists_size_only,
rabbit02,/work/zhanghc/Myllm/SELD/EINV2/E2_OfflineEINV2_JEPAConsistency_seed2026/out_train/ein_seld/E2_OfflineEINV2_JEPAConsistency_seed2028/checkpoints/completion_20260904_E2_seed2028_epoch_latest.pth,528874134,1788506478228598752,exists_size_only,
rabbit02,/work/zhanghc/Myllm/SELD/EINV2/E2_OfflineEINV2_JEPAConsistency_seed2026/out_train/ein_seld/E2_OfflineEINV2_JEPAConsistency_seed2028/checkpoints/completion_20260904_E2_seed2028_epoch_best.pth,528871922,1788506024140485700,exists_size_only,
rabbit02,/work/zhanghc/Myllm/SELD/EINV2/E2_OfflineEINV2_JEPAConsistency_seed2026/out_train/ein_seld/E2_OfflineEINV2_JEPAConsistency_seed2028/checkpoints/completion_20260904_E2_seed2028_epoch_85.pth,528869710,1788506023540477796,exists_size_only,
rabbit02,/work/zhanghc/Myllm/SELD/EINV2/C1_CausalEINV2_Velocity_seed2026/out_train/ein_seld/C1_CausalEINV2_Velocity_seed2027/checkpoints/rabbit02_gpu0_c1_seed2027_epoch_latest.pth,419900919,1788441580322360193,exists_size_only,
rabbit02,/work/zhanghc/Myllm/SELD/EINV2/C1_CausalEINV2_Velocity_seed2026/out_train/ein_seld/C1_CausalEINV2_Velocity_seed2027/checkpoints/rabbit02_gpu0_c1_seed2027_epoch_48.pth,419897715,1788437658923262246,exists_size_only,
rabbit02,/work/zhanghc/Myllm/SELD/EINV2/C1_CausalEINV2_Velocity_seed2026/out_train/ein_seld/C1_CausalEINV2_Velocity_seed2027/checkpoints/rabbit02_gpu0_c1_seed2027_epoch_best.pth,419899317,1788437659403267080,exists_size_only,
rabbit02,/work/zhanghc/Myllm/SELD/EINV2/C1_CausalEINV2_Velocity_seed2026/out_train/ein_seld/C1_CausalEINV2_Velocity_seed2026/checkpoints/rabbit02_gpu4_epoch_best.pth,419889705,1787297500765520374,exists_size_only,
rabbit02,/work/zhanghc/Myllm/SELD/EINV2/C1_CausalEINV2_Velocity_seed2026/out_train/ein_seld/C1_CausalEINV2_Velocity_seed2026/checkpoints/rabbit02_gpu4_epoch_59.pth,419888103,1787297500265520106,exists_size_only,
rabbit02,/work/zhanghc/Myllm/SELD/EINV2/C1_CausalEINV2_Velocity_seed2026/out_train/ein_seld/C1_CausalEINV2_Velocity_seed2026/checkpoints/rabbit02_gpu4_epoch_latest.pth,419891243,1787300545238317172,exists_size_only,
rabbit02,/work/zhanghc/Myllm/SELD/EINV2/C1_CausalEINV2_Velocity_seed2026/out_train/ein_seld/C1_CausalEINV2_Velocity_seed2028/checkpoints/rabbit02_gpu2_c1_seed2028_epoch_81.pth,419897651,1788440730237345288,exists_size_only,
rabbit02,/work/zhanghc/Myllm/SELD/EINV2/C1_CausalEINV2_Velocity_seed2026/out_train/ein_seld/C1_CausalEINV2_Velocity_seed2028/checkpoints/rabbit02_gpu2_c1_seed2028_epoch_best.pth,419899253,1788440730817343975,exists_size_only,
rabbit02,/work/zhanghc/Myllm/SELD/EINV2/C1_CausalEINV2_Velocity_seed2026/out_train/ein_seld/C1_CausalEINV2_Velocity_seed2028/checkpoints/rabbit02_gpu2_c1_seed2028_epoch_latest.pth,419900919,1788441588466386370,exists_size_only,
rabbit02,/work/zhanghc/Myllm/SELD/EINV2/E0_OfflineEINV2_seed2026/None_epoch_best.pth,419873896,1787551832892144522,exists_size_only,
rabbit02,/work/zhanghc/Myllm/SELD/PSELDNets/ckpts/model/mACCDOA-HTSAT-0.567.ckpt,140516864,1787723624718982030,exists_size_only,
rabbit02,/work/zhanghc/Myllm/SELD/experiment_einv2_reaudit_20260904_r1/runs/C0_seed2028_framecausal_v020/latest.pth,425320093,1788538617841135645,exists_size_only,
rabbit02,/work/zhanghc/Myllm/SELD/experiment_einv2_reaudit_20260904_r1/runs/C0_seed2028_framecausal_v020/best.pth,425318487,1788538618973138212,exists_size_only,
rabbit02,/work/zhanghc/Myllm/SELD/experiment_einv2_reaudit_20260904_r1/runs/C1_seed2026_framecausal_v020/latest.pth,425361453,1788526621201832031,exists_size_only,
rabbit02,/work/zhanghc/Myllm/SELD/experiment_einv2_reaudit_20260904_r1/runs/C1_seed2026_framecausal_v020/best.pth,425359815,1788523534972318366,exists_size_only,
rabbit02,/work/zhanghc/Myllm/SELD/experiment_einv2_reaudit_20260904_r1/runs/C3_seed2026_framecausal_v020/latest.pth,533497772,1788528734403154787,exists_size_only,
rabbit02,/work/zhanghc/Myllm/SELD/experiment_einv2_reaudit_20260904_r1/runs/C3_seed2026_framecausal_v020/best.pth,533495694,1788522586681830082,exists_size_only,
rabbit02,/work/zhanghc/Myllm/SELD/experiment_einv2_reaudit_20260904_r1/runs/C2_seed2026_framecausal_v020/latest.pth,533456396,1788528951068019186,exists_size_only,
rabbit02,/work/zhanghc/Myllm/SELD/experiment_einv2_reaudit_20260904_r1/runs/C2_seed2026_framecausal_v020/best.pth,533454350,1788528406789943250,exists_size_only,
rabbit02,/work/zhanghc/Myllm/SELD/experiment_einv2_reaudit_20260904_r1/runs/C3_seed2028_framecausal_v020/latest.pth,533497772,1788550802019307472,exists_size_only,
rabbit02,/work/zhanghc/Myllm/SELD/experiment_einv2_reaudit_20260904_r1/runs/C3_seed2028_framecausal_v020/best.pth,533495694,1788546114356841961,exists_size_only,
rabbit02,/work/zhanghc/Myllm/SELD/experiment_einv2_reaudit_20260904_r1/runs/C1_seed2028_framecausal_v020/latest.pth,425361453,1788539030090363625,exists_size_only,
rabbit02,/work/zhanghc/Myllm/SELD/experiment_einv2_reaudit_20260904_r1/runs/C1_seed2028_framecausal_v020/best.pth,425359815,1788536699331435611,exists_size_only,
rabbit02,/work/zhanghc/Myllm/SELD/experiment_einv2_reaudit_20260904_r1/runs/C1_seed2027_framecausal_v020/latest.pth,425361453,1788536516535840310,exists_size_only,
rabbit02,/work/zhanghc/Myllm/SELD/experiment_einv2_reaudit_20260904_r1/runs/C1_seed2027_framecausal_v020/best.pth,425359815,1788535647652564302,exists_size_only,
rabbit02,/work/zhanghc/Myllm/SELD/experiment_einv2_reaudit_20260904_r1/runs/C3_seed2027_framecausal_v020/latest.pth,533497772,1788538937550046477,exists_size_only,
rabbit02,/work/zhanghc/Myllm/SELD/experiment_einv2_reaudit_20260904_r1/runs/C3_seed2027_framecausal_v020/best.pth,533495694,1788534995938978312,exists_size_only,
rabbit02,/work/zhanghc/Myllm/SELD/experiment_einv2_reaudit_20260904_r1/runs/C2_seed2028_framecausal_v020/latest.pth,533456396,1788548782465798992,exists_size_only,
rabbit02,/work/zhanghc/Myllm/SELD/experiment_einv2_reaudit_20260904_r1/runs/C2_seed2028_framecausal_v020/best.pth,533454350,1788546746243394794,exists_size_only,
rabbit02,/work/zhanghc/Myllm/SELD/experiment_einv2_reaudit_20260904_r1/runs/C2_seed2027_framecausal_v020/latest.pth,533456332,1788538928738017286,exists_size_only,
rabbit02,/work/zhanghc/Myllm/SELD/experiment_einv2_reaudit_20260904_r1/runs/C2_seed2027_framecausal_v020/best.pth,533454286,1788536080551742948,exists_size_only,
rabbit02,/work/zhanghc/Myllm/SELD/experiment_einv2_reaudit_20260904_r1/runs/C0_seed2026_framecausal_v020/latest.pth,425320093,1788526575289187176,exists_size_only,
rabbit02,/work/zhanghc/Myllm/SELD/experiment_einv2_reaudit_20260904_r1/runs/C0_seed2026_framecausal_v020/best.pth,425318423,1788524053161825011,exists_size_only,
rabbit02,/work/zhanghc/Myllm/SELD/experiment_einv2_reaudit_20260904_r1/runs/smoke_C3_seed2026_framecausal_v020/latest.pth,533497836,1788516278405085274,exists_size_only,
rabbit02,/work/zhanghc/Myllm/SELD/experiment_einv2_reaudit_20260904_r1/runs/smoke_C3_seed2026_framecausal_v020/best.pth,533495694,1788516278929085524,exists_size_only,
rabbit02,/work/zhanghc/Myllm/SELD/experiment_einv2_reaudit_20260904_r1/runs/C0_seed2027_framecausal_v020/latest.pth,425320029,1788526631681973895,exists_size_only,
rabbit02,/work/zhanghc/Myllm/SELD/experiment_einv2_reaudit_20260904_r1/runs/C0_seed2027_framecausal_v020/best.pth,425318423,1788525750597393331,exists_size_only,
rabbit02,/work/zhanghc/Myllm/SELD/EINV2/C0p1_CausalEINV2_fix_seed2026/out_train/ein_seld/EvalAlias_Pilot_E0_best_seed2026/checkpoints/eval_best_epoch_1.pth,419873896,1787551832892144522,exists_size_only,True
