1,2,3,-14
230,12,-100,1
231,12,-93,-1
232,12,-87,0
233,12,-81,0
234,12,-79,0
235,12,-179,6
236,1,176,5
237,1,174,4
238,1,172,2
239,1,170,2
240,5,173,9
241,5,173,7
242,5,173,4
243,1,174,2
244,1,175,3
245,1,176,3
246,1,175,3
247,1,174,3
248,1,175,3
249,1,175,3
250,1,175,3
251,1,174,4
252,1,174,4
253,1,174,4
254,1,172,5
255,1,170,7
256,1,169,8
257,1,167,9
258,2,165,13
259,2,164,15
260,2,163,17
261,2,164,19
262,2,164,20
263,2,163,20
264,2,162,21
265,2,161,21
266,2,161,21
267,2,161,22
268,2,161,22
269,4,162,22
270,4,162,22
271,4,162,22
272,4,162,21
273,4,162,21
274,4,162,21
275,4,161,22
276,4,162,22
277,4,162,22
278,4,162,22
279,4,161,21
280,7,167,18
281,2,167,19
282,2,166,20
283,2,167,23
284,2,168,25
285,2,167,26
286,2,165,25
287,2,163,24
288,2,162,24
289,2,161,24
290,2,161,23
291,2,161,23
292,9,-55,6
292,2,160,23
293,9,-52,5
293,2,160,23
294,9,-52,5
294,2,160,23
295,2,160,23
296,2,161,23
297,2,160,23
298,2,161,23
299,2,162,23
300,2,162,23
301,2,162,24
302,2,162,24
303,2,162,24
304,2,162,24
305,2,161,24
306,2,161,23
307,2,161,24
308,2,161,24
309,2,160,24
310,2,160,24
311,2,160,24
312,2,160,24
313,2,161,24
314,2,161,24
315,2,161,24
316,2,161,24
317,2,161,25
318,2,160,25
319,2,160,25
320,7,170,19
321,2,169,19
322,2,168,20
323,7,168,22
324,7,168,23
325,7,168,24
326,7,165,23
327,7,163,23
328,7,162,23
329,7,161,23
330,7,161,23
331,7,161,23
332,7,161,22
333,7,161,22
334,7,162,22
335,7,162,23
336,7,162,23
337,7,163,23
338,7,162,23
339,7,161,23
340,0,38,6
340,7,162,22
341,0,39,6
341,7,162,21
342,7,162,22
343,7,160,25
348,7,158,23
349,7,157,23
350,7,156,24
352,2,159,23
357,2,163,22
358,2,165,22
359,4,166,22
360,2,170,19
361,2,169,20
362,7,165,21
363,7,167,22
364,7,168,23
365,7,167,24
366,7,165,23
367,7,163,22
368,7,162,22
369,7,162,22
370,7,162,22
371,7,162,23
372,7,162,23
373,7,162,23
374,7,162,23
375,7,162,23
376,7,163,22
377,7,163,22
378,7,163,22
379,7,163,22
380,7,162,22
381,7,162,22
382,7,162,22
383,7,162,23
384,7,161,23
385,7,162,23
386,7,163,23
387,7,163,22
388,7,163,22
389,7,163,22
390,7,162,22
391,7,161,22
392,7,162,23
393,7,162,23
394,7,162,22
395,7,162,22
396,7,162,22
397,7,162,22
398,7,162,22
399,7,161,22
400,2,173,19
401,4,170,20
402,4,169,20
403,4,168,20
405,0,163,23
406,0,164,23
407,0,163,20
410,12,158,13
411,12,158,12
412,12,157,11
413,12,155,10
414,12,154,11
415,12,152,11
416,12,149,11
417,12,145,10
418,12,142,10
419,12,142,10
420,12,141,9
421,12,138,9
422,12,136,9
423,12,133,9
424,12,129,7
430,0,121,5
431,0,121,5
432,0,119,5
433,0,116,5
434,0,113,5
435,0,110,5
436,0,109,3
438,1,103,-1
441,8,-72,-34
442,8,-76,-24
443,8,-83,-7
444,8,-86,4
445,8,-86,7
446,8,-84,4
447,8,-83,3
448,8,-84,5
449,8,-84,5
450,8,-82,5
451,8,-80,5
452,8,-77,4
453,8,-75,1
454,8,-74,-3
455,8,-75,-3
456,8,-75,-2
457,8,-73,-3
458,8,-71,-4
459,8,-71,-3
460,8,-72,-2
461,8,-72,-2
462,8,-71,-3
463,8,-69,-4
464,8,10,1
465,8,-8,-3
465,9,28,-12
466,8,-23,-6
466,9,24,-13
467,9,-39,-2
468,8,19,-5
468,8,-60,-5
469,8,-48,-3
469,9,38,-17
470,8,-39,-3
470,9,37,-18
471,8,-32,-5
471,9,34,-17
472,9,-24,-9
473,8,-21,-13
473,8,-56,-1
474,8,-25,-8
474,9,28,-15
475,8,-25,-2
475,9,27,-19
476,8,-21,-2
476,9,27,-21
477,9,20,-16
478,8,-19,-14
479,8,-24,-8
479,9,31,-18
480,9,16,6
481,9,19,4
485,9,27,-21
486,9,28,-20
489,0,-70,9
489,8,14,-24
490,9,15,-27
494,8,27,-25
495,9,27,-23
502,8,-34,-6
503,8,-32,-5
504,8,-30,-4
505,8,-30,-2
506,8,-31,-2
507,8,-31,-3
508,8,-26,-5
509,8,-24,-7
510,8,-23,-6
511,8,-22,-7
512,8,-25,-5
513,8,-27,-3
514,8,-29,-3
515,8,-26,-3
516,8,-21,-6
517,8,-18,-6
518,8,-20,-5
519,8,-22,-3
522,8,-4,-6
523,8,-4,-9
524,8,-4,-10
525,8,-5,-9
526,2,94,-13
527,8,2,-4
527,2,102,-16
528,8,0,-8
528,9,112,-15
529,8,-3,-11
529,9,109,-19
530,8,-7,-11
530,9,108,-23
531,8,-9,-9
531,9,108,-22
532,8,-6,-6
532,9,105,-19
533,8,-3,-5
533,9,103,-18
534,8,-4,-5
534,9,104,-18
535,8,-4,-5
535,9,104,-19
536,8,-5,-5
536,9,106,-19
537,8,-7,-5
537,9,107,-19
538,9,108,-19
539,8,-5,-4
539,9,109,-20
540,9,109,-19
541,8,-2,-4
541,9,108,-19
542,9,107,-20
543,8,-7,-4
543,9,106,-19
544,8,-13,0
550,8,-14,-4
551,8,-14,-2
552,8,-14,-1
553,8,-14,-4
554,8,-14,-5
556,8,-23,-8
557,8,-21,-6
558,8,-22,-2
559,8,-24,0
561,1,66,-21
562,10,65,-16
563,10,64,-16
564,10,62,-18
565,10,63,-19
566,10,65,-18
567,10,64,-18
568,10,62,-17
569,10,61,-17
570,10,60,-16
571,10,60,-16
572,10,62,-15
573,10,63,-14
574,10,64,-12
575,10,64,-13
576,10,64,-16
577,8,-53,0
578,8,-52,2
579,8,-51,3
580,8,-49,1
581,8,-50,1
582,8,-52,1
583,8,-53,2
584,8,-50,2
585,8,-47,2
586,8,-48,2
587,8,-51,2
588,8,-54,3
589,8,-56,4
590,8,-56,5
