156,12,-28,-10
157,3,56,11
157,12,-28,-10
158,3,56,14
158,12,-31,-10
159,3,55,16
159,12,-30,-10
160,13,39,0
161,3,56,15
187,7,32,-10
188,4,166,3
189,7,155,0
189,4,86,10
190,2,163,0
190,3,28,21
191,4,157,3
193,2,157,2
194,2,158,3
195,2,159,3
196,2,159,2
198,2,159,3
199,2,160,3
201,2,156,6
203,7,162,1
204,7,159,0
205,7,157,-1
206,7,158,-1
207,7,157,1
208,7,154,2
209,4,152,2
210,4,152,2
211,4,152,3
212,4,153,4
213,4,150,4
214,4,150,3
215,4,150,2
216,4,154,1
217,4,159,1
217,8,44,-1
218,4,158,2
218,8,44,0
219,4,158,2
219,8,44,-1
220,4,155,1
220,8,47,-2
222,2,157,2
223,2,158,2
224,2,157,1
225,2,156,1
226,2,157,1
227,2,157,1
228,2,156,1
229,2,155,1
230,2,154,1
233,2,153,2
234,7,146,2
235,7,149,2
238,7,142,3
239,4,147,5
241,7,98,4
242,7,108,6
242,3,115,0
243,7,124,8
243,3,119,-2
244,7,124,6
244,3,112,-8
245,7,114,3
245,3,100,-10
246,7,109,2
246,3,103,-9
247,7,112,4
247,3,106,-9
248,7,108,6
248,3,114,-7
249,7,100,7
249,3,119,-6
250,7,98,6
250,3,113,-8
251,7,98,5
252,7,98,5
253,7,98,5
254,7,101,4
255,7,104,3
256,7,105,3
257,7,107,3
258,7,108,4
259,7,110,4
260,7,112,4
261,7,113,4
262,7,113,4
263,7,115,4
263,7,85,-11
264,7,116,3
264,7,84,-11
265,7,116,3
265,7,84,-13
266,7,116,2
267,7,117,2
268,7,117,2
269,7,117,3
270,7,117,3
271,7,119,3
272,7,121,3
273,7,121,3
274,7,122,3
275,7,123,3
275,7,94,-21
276,7,123,2
276,7,97,-23
277,7,123,2
278,7,125,1
279,7,127,1
280,2,-42,8
281,2,-45,11
282,2,-47,12
283,2,-45,12
284,2,-45,13
285,2,-45,14
286,2,-46,14
287,2,-46,15
288,2,-46,15
289,2,-46,14
290,2,-46,13
291,2,-45,13
292,2,-44,13
293,2,-44,12
294,2,-44,12
295,2,-44,12
296,2,-43,11
297,2,-43,10
298,2,-44,10
299,2,-44,10
300,2,-44,10
301,2,-45,10
302,2,-44,9
303,2,-43,9
304,2,-42,9
305,2,-40,9
306,2,-37,9
307,7,-33,12
307,2,141,-7
308,7,157,1
309,7,156,2
310,7,154,3
311,7,155,1
312,7,157,1
313,7,158,1
314,7,159,2
315,7,161,2
316,7,164,1
317,7,167,-1
318,7,168,-2
319,7,167,-1
320,8,169,3
321,7,169,6
322,7,169,6
323,7,170,6
324,7,171,4
325,7,171,3
326,7,173,3
327,7,175,2
328,7,175,2
329,7,176,2
330,7,178,2
331,7,-179,2
355,0,0,12
357,7,2,12
358,7,8,12
359,7,15,11
360,2,17,14
361,2,19,16
362,2,20,17
363,7,24,13
364,7,24,13
365,7,26,12
366,7,29,12
367,7,31,13
368,7,32,13
369,7,33,13
370,7,35,13
371,7,37,13
372,7,39,13
373,7,41,12
374,7,44,12
375,7,46,12
376,7,48,12
377,7,50,13
378,7,51,13
379,7,53,12
380,7,54,12
381,7,55,12
382,7,56,12
383,7,57,13
384,7,60,12
385,7,63,12
386,7,66,12
387,7,68,12
388,7,68,12
389,7,69,13
390,7,72,13
391,7,75,15
392,7,77,16
393,7,80,16
394,7,82,16
395,7,84,16
396,7,86,17
397,7,88,17
398,7,89,17
399,7,90,18
400,2,95,14
401,7,96,16
402,7,94,19
402,8,-176,-21
403,7,93,19
404,7,95,18
405,7,96,19
406,7,98,20
407,7,102,21
408,7,105,20
409,7,109,19
410,7,112,20
411,7,115,21
412,7,117,21
413,7,118,21
414,7,120,21
415,7,121,21
416,7,124,21
417,7,125,21
418,7,126,21
419,7,127,21
420,7,129,22
421,7,131,22
422,7,132,22
423,7,133,21
424,7,133,21
425,7,134,21
426,7,137,21
427,7,140,20
428,7,142,20
429,7,143,21
430,7,144,21
431,7,145,21
432,7,147,21
433,7,151,20
434,7,156,20
435,7,159,20
436,7,162,21
437,7,165,21
438,7,166,21
439,7,167,21
440,7,178,16
441,7,177,17
442,7,176,19
443,7,177,21
444,7,178,22
445,7,179,23
446,7,-178,23
447,7,-175,23
448,7,-173,23
449,7,-170,22
450,7,-168,20
451,7,-165,19
452,7,-162,19
453,7,-159,19
454,7,-156,20
455,7,-154,20
456,7,-151,20
457,7,-147,20
458,7,-143,19
459,7,-142,19
460,7,-140,18
461,7,-137,18
462,7,-136,18
463,7,-135,18
464,7,-132,18
465,7,-131,18
466,7,-130,18
467,7,-129,18
468,7,-128,18
469,7,-127,18
470,7,-126,18
471,7,-125,18
472,7,-123,18
473,7,-120,18
474,7,-117,19
475,7,-115,19
476,7,-112,18
477,7,-110,17
478,7,-109,16
479,7,-108,15
480,7,-106,17
481,7,-106,17
482,7,-106,17
483,7,-105,16
484,7,-103,15
485,7,-100,14
486,7,-98,14
487,7,-97,14
488,7,-95,14
489,7,-92,14
490,7,-90,14
491,7,-88,15
492,7,-87,15
493,7,-85,15
494,7,-83,14
495,7,-79,14
496,7,-76,14
497,7,-74,15
498,7,-72,15
499,7,-71,14
500,7,-69,14
501,7,-66,14
502,7,-61,14
503,7,-58,14
504,7,-57,13
505,7,-57,12
508,5,105,-15
509,1,98,-11
510,1,94,-10
511,1,90,-9
513,1,85,-9
514,1,85,-8
515,1,85,-10
519,1,61,-8
520,1,67,-6
521,1,67,-7
522,1,67,-8
523,1,67,-7
524,1,67,-6
525,1,66,-7
526,1,60,-7
527,1,55,-7
528,1,53,-8
529,1,52,-7
530,1,51,-7
531,1,50,-6
532,1,50,-6
533,1,51,-4
