1,2,3,-14
524,8,-4,-10
525,8,-5,-9
526,2,94,-13
527,8,2,-4
527,2,102,-16
528,8,0,-8
528,9,112,-15
529,8,-3,-11
529,9,109,-19
530,8,-7,-11
530,9,109,-23
531,8,-9,-9
531,9,109,-21
532,8,-6,-6
532,9,105,-19
533,8,-3,-5
533,9,103,-18
534,8,-4,-5
534,9,104,-18
535,8,-5,-5
535,9,104,-18
536,8,-5,-5
536,9,107,-19
537,8,-7,-5
537,9,107,-19
538,9,108,-19
539,8,-5,-4
539,9,109,-19
540,9,109,-19
541,8,-2,-4
541,9,108,-19
542,9,107,-20
543,8,-7,-4
543,9,106,-19
544,8,-13,0
550,8,-14,-4
551,8,-14,-2
552,8,-14,-1
553,8,-14,-4
554,8,-14,-5
556,8,-23,-8
557,8,-21,-6
558,8,-22,-2
559,8,-24,0
561,1,66,-21
562,10,65,-16
563,10,64,-16
564,10,62,-18
565,10,63,-19
566,10,65,-18
567,10,64,-18
568,10,62,-17
569,10,61,-17
570,10,60,-16
571,10,60,-16
572,10,62,-15
573,10,63,-14
574,10,64,-12
575,10,64,-13
576,10,64,-16
577,8,-53,0
578,8,-53,2
579,8,-50,3
580,8,-49,1
581,8,-49,1
582,8,-52,1
583,8,-53,2
584,8,-50,1
585,8,-46,2
586,8,-47,2
587,8,-50,2
588,8,-54,3
589,8,-56,4
590,8,-56,5
