217,2,17,5
218,2,18,4
219,2,19,5
220,2,20,6
221,2,22,6
222,2,22,7
223,2,22,7
224,2,23,7
225,2,22,6
225,5,-28,5
226,2,22,6
226,12,-27,3
227,2,22,5
227,12,-32,4
228,2,24,5
228,12,-34,4
229,2,26,6
229,12,-34,4
230,2,27,6
230,12,-33,4
231,2,26,6
231,12,-33,4
232,2,26,6
232,12,-32,4
233,2,29,6
233,12,-27,3
234,2,31,7
234,12,-25,3
235,2,36,9
235,12,-24,3
236,2,38,11
236,12,-24,3
237,2,37,11
237,12,-20,2
238,2,36,10
238,12,-17,2
239,2,35,10
239,12,-17,2
240,7,28,-3
241,7,31,2
242,7,32,4
243,7,34,6
244,7,36,6
245,2,38,7
246,2,37,8
247,2,37,9
248,2,36,8
249,2,33,8
250,2,33,8
251,2,31,8
252,2,31,8
253,2,31,8
254,2,30,8
255,2,30,8
256,2,28,8
257,2,26,7
258,2,23,7
259,2,22,7
260,2,22,7
261,2,21,6
262,2,22,6
263,2,23,6
263,5,-92,20
264,2,23,6
264,5,-89,19
265,2,22,7
265,5,-88,19
266,2,22,8
266,5,-86,20
267,2,20,8
268,2,20,7
269,2,20,7
269,12,-71,32
270,2,19,6
270,12,-66,32
271,2,17,6
271,12,-73,32
272,2,14,6
272,12,-68,29
273,2,10,5
273,12,-65,27
274,2,13,4
274,12,-38,22
275,2,14,3
275,12,-20,15
276,2,15,2
276,12,-12,11
277,2,10,2
277,12,-12,12
278,2,4,1
278,12,-22,19
279,2,-1,1
279,12,-38,28
280,8,3,0
281,7,-1,-2
283,8,-1,0
284,8,-3,-1
285,8,-2,-1
286,8,-3,-2
287,8,-5,-2
288,8,-6,-2
319,1,-120,21
320,3,-111,23
321,3,-120,29
322,10,-118,32
323,10,-119,31
324,10,-119,31
325,10,-116,31
329,9,43,-13
330,13,43,-11
331,13,45,-7
332,13,41,-4
333,13,39,-1
334,13,39,-1
335,13,43,-2
336,13,44,-1
337,13,43,-1
338,13,42,-1
339,13,41,-1
340,13,42,-1
341,13,43,-1
342,13,44,-2
343,13,44,-3
344,13,46,-3
345,13,46,-3
346,13,45,-2
347,13,45,-2
348,13,45,-3
349,13,48,-4
350,13,47,-5
351,13,47,-5
352,13,47,-5
353,13,46,-4
354,13,44,-3
355,13,42,-2
356,13,44,-2
357,13,44,-1
358,13,45,-2
359,13,44,-2
360,13,43,7
361,13,44,8
362,13,41,8
363,13,41,6
364,13,43,5
365,13,41,6
366,13,39,6
367,13,38,7
367,1,-175,25
368,13,37,8
368,1,-173,26
369,13,37,9
369,1,-169,27
370,13,38,9
370,1,-166,27
371,13,39,8
371,1,-165,27
372,13,40,8
373,13,40,7
374,13,40,7
375,13,41,6
376,13,40,5
376,1,-173,27
377,13,39,5
377,1,-174,26
378,13,39,5
378,1,-174,27
379,13,39,5
380,13,39,5
381,13,40,5
382,13,41,5
383,13,41,5
384,13,41,5
385,13,40,5
386,13,40,6
387,13,40,6
388,13,40,6
389,13,40,6
390,13,41,5
391,13,41,4
392,13,41,4
393,13,41,3
394,13,41,3
395,13,42,3
396,13,43,2
397,13,43,2
398,13,43,2
399,13,44,2
400,4,56,4
401,13,48,8
402,13,42,6
403,13,42,6
404,13,43,5
405,13,42,4
406,13,43,3
407,13,46,1
408,13,47,0
409,13,47,0
410,13,47,0
411,13,46,1
412,13,45,2
413,13,45,2
414,13,44,2
415,13,44,2
416,13,45,1
416,9,-13,-10
417,13,46,1
417,9,-8,-8
418,4,23,6
419,4,21,5
420,4,16,6
420,9,157,8
421,4,4,5
422,4,-15,5
423,4,-18,6
423,9,130,11
424,4,-16,6
425,4,-11,7
426,4,-1,7
427,4,1,9
428,4,-21,11
429,4,-40,10
430,4,-47,7
431,4,-46,6
432,4,-47,3
433,7,-36,1
434,4,-30,2
435,4,-26,4
437,7,-20,1
438,7,-14,4
439,7,-10,4
440,7,-1,2
441,7,-2,1
442,7,1,-1
443,7,7,-1
444,7,11,-2
445,7,16,-3
446,7,20,-4
447,7,21,-4
448,7,26,-6
449,7,31,-6
450,7,34,-3
451,7,41,-2
452,7,46,0
453,7,50,-1
454,7,52,0
455,7,53,1
460,3,114,33
461,3,125,32
462,3,131,32
463,3,133,30
464,3,130,30
465,3,128,29
466,3,125,27
467,3,122,26
468,3,121,24
469,3,119,24
470,3,120,24
472,3,120,24
473,3,122,25
474,3,128,30
475,3,132,32
476,3,133,31
477,3,134,28
478,3,134,26
479,3,134,24
486,3,148,20
487,3,151,21
488,3,152,21
489,3,151,19
490,3,153,22
491,3,156,24
492,3,157,24
493,3,161,25
494,3,164,26
495,3,165,26
496,3,168,25
497,3,170,27
498,3,173,27
499,3,176,23
500,3,179,21
501,3,-179,21
502,3,-176,23
503,3,-173,24
504,3,-172,25
505,3,-170,25
513,3,-152,26
514,3,-149,24
515,3,-151,23
516,3,-151,22
517,3,-150,25
518,3,-148,26
519,3,-147,26
522,3,-126,27
523,3,-127,24
524,3,-126,23
525,3,-122,23
526,3,-120,22
527,3,-122,22
542,3,-146,28
543,3,-145,28
544,3,-150,27
545,3,-153,28
546,3,-155,29
547,3,-157,27
548,3,-159,24
549,3,-161,22
550,3,-163,21
551,3,-165,21
552,3,-167,21
553,3,-169,20
554,3,-172,20
555,3,-174,21
556,3,-177,21
557,3,-179,24
558,3,180,28
559,3,-177,35
